state,district,flood_date,flood_cause,river_basin,latitude,longitude,source
Sarawak,Miri,2026-01-11,Air Sungai Melimpah,Sungai Niah (Rh Richard Pilet); Sungai Niah (Rh Ayai dan Rh Nelson); Sungai Niah (Rh Wiley Fernandez); Sungai Niah (Sk Rumah Mentali); Sungai Niah (Jalan ke Kampung Lajong); Sungai Niah (Rh Nomi ak Sikun); Sungai Niah (Rh Jelanie); Sungai Niah (Rh Edward Asnan),3.787580,114.729625,JPS/DID
Sarawak,Serian,2026-01-10,Air Sungai Melimpah,Batang Sadong (SADOTP0034 - Kg. Hilir Serian); Batang Sadong (SADOTP0035 - Kg. Hulu); Batang Sadong (SADOTP0043 - Kg. Tanah Puteh),1.113690,110.636760,JPS/DID
Sarawak,Miri,2026-01-10,Air Sungai Melimpah,"Batang Suai (Rh.Sebuang Sg Tajan Suai); Batang Suai (Kampung Iran,Suai)",3.787580,114.729625,JPS/DID
Sarawak,Bintulu,2026-01-10,Air Sungai Melimpah,Batang Kemena (Gem Park),3.313910,113.201905,JPS/DID
Sarawak,Bintulu,2026-01-10,Air Sungai Melimpah,"Batang Kemena (Rumah Roselind); Batang Kemena (Kampung Muhibbah, Batu 9)",3.313910,113.201905,JPS/DID
Sarawak,Bintulu,2026-01-10,"Air Laut Pasang, Air Sungai Melimpah, Saliran Dalaman",Sungai Similajau (SUAITP0002 - SK Nyalau),3.313910,113.201905,JPS/DID
Sarawak,Bintulu,2026-01-10,Air Sungai Melimpah,"Batang Kemena (KMNATP0027 - SK Bukit Balai Tubau); Batang Kemena (KMNATP0028 - SK Kebulu); Batang Kemena (Rumah Joseph Gawing,Jelalong)",3.313910,113.201905,JPS/DID
Sarawak,Bintulu,2026-01-10,Air Sungai Melimpah,Batang Kemena (Rumah Olen (Eloh)); Batang Kemena (Rumah Selanjat); Batang Kemena (Rumah Andi),3.313910,113.201905,JPS/DID
Sarawak,Bintulu,2026-01-10,Air Sungai Melimpah,Batang Kemena (Rumah Jambai@Kamarudin); Batang Kemena (Rumah Usah); Batang Kemena (Rumah Teban Ulu); Batang Kemena (Rumah Nura Buling); Batang Kemena (PANDTP0001 - SK Kuala Sigu); Batang Kemena (SK Sebauh); Batang Kemena (Rumah Patrick Andin); Batang Kemena (Rumah Emperan); Batang Kemena (Pekan Sebauh); Batang Kemena (Rumah Raymond Plen); Batang Kemena (Pekan Labang),3.313910,113.201905,JPS/DID
Sarawak,Bintulu,2026-01-10,Air Sungai Melimpah,Batang Tatau (TATATP0001 - Kg. Dagang); Batang Tatau (Pekan Tatau); Batang Tatau (Perpustakaan dan Pejabat BDA Tatau); Batang Tatau (SJK Chung Hua Tatau); Batang Tatau (Taman Kim Soon Tatau),3.313910,113.201905,JPS/DID
Sarawak,Bintulu,2026-01-10,Air Sungai Melimpah,"Batang Kemena (Rumah Fabian Jembu); Batang Kemena (SK Sungai Setiam); Batang Kemena (RH Sureng Ank Baba); Batang Kemena (Rh Sumping Anak Limban); Batang Kemena (Kpg Semadang Jaya, Jalan Persisiran Kuala Tatau); Batang Kemena (Rh. Dunggat Sg. Mas, Jalan Pesisiran Pantai , Kual); Batang Kemena (Rh. Ningkan Ak Bungkong, Jalan Pesisiran Pantai , )",3.313910,113.201905,JPS/DID
Sarawak,Selangau,2026-01-10,"Air Sungai Melimpah, Hujan Lebat / Berterusan","Batang Oya (Jalan Utama Igu dan Dijih Tamin); Batang Oya (Rumah Mathew Nanga Tamin); Batang Oya (Rumah Tamat, Nanga Tabau); Batang Oya (Jalan Ensurai Menuju ke Tabalong dan Nanga Tamin)",2.498055,112.420495,JPS/DID
Sarawak,Betong,2026-01-09,"Air Laut Pasang, Air Sungai Melimpah",Batang Saribas (SRKETP000 - Kg. Lalang); Batang Saribas (Kampung Bungey); Batang Saribas (SRKETP001 - Kg. Babu),1.481830,111.483500,JPS/DID
Sabah,Putatan,2026-01-09,"Longkang Tersumbat, Saliran Dalaman",Sungai Monyog (PTTNTP0003 - Kg. Tombovo),5.881470,116.060495,JPS/DID
Sabah,Papar,2026-01-09,Air Sungai Melimpah,,5.602560,116.042275,JPS/DID
Sabah,Kota Kinabalu,2026-01-09,"Air Laut Pasang, Saliran Dalaman",Sungai Inanam (MGKBTP0001 - Kg. Rampayan),5.999865,116.104395,JPS/DID
Sarawak,Serian,2026-01-09,Air Sungai Melimpah,Batang Samarahan (Jalan Perumahan Tapah),1.113690,110.636760,JPS/DID
Sarawak,Selangau,2026-01-09,"Air Sungai Melimpah, Hujan Lebat / Berterusan","Batang Balingian (Rumah Janting, Sungai Arip); Batang Balingian (Rumah Jambai anak Yabang)",2.498055,112.420495,JPS/DID
Sarawak,Samarahan,2026-01-09,"Air Laut Pasang, Air Sungai Melimpah",Batang Sadong (Ulu Benat); Batang Sadong (Kampung Sabang),1.438020,110.476780,JPS/DID
Sarawak,Miri,2026-01-09,"Longkang Tersumbat, Saliran Dalaman",Sungai Miri (Piasau Jaya); Sungai Miri (Jalan Krokop 7); Sungai Miri (Jalan Miri-Pujut),3.787580,114.729625,JPS/DID
Sarawak,Miri,2026-01-09,"Longkang Tersumbat, Saliran Dalaman",Sungai Miri (Emart Tudan); Sungai Miri (Desa Senadin); Sungai Miri (Pasar Lutong Lama); Sungai Miri (Jalan Ilmu); Sungai Miri (Kampung Pujut Tanjung Batu); Sungai Miri (Kampung Unan & Kampung 1 Malaysia By Pass); Sungai Miri (Bulatan Pujut Boulevard); Sungai Miri (Kampung Lereng Bukit); Sungai Miri (Jalan Miri Pujut); Sungai Miri (Pujut 7); Sungai Miri (Kampung Sealine/MCOT),3.787580,114.729625,JPS/DID
Sarawak,Samarahan,2026-01-09,"Air Laut Pasang, Air Sungai Melimpah",Batang Sadong (Kampung Sabang),1.438020,110.476780,JPS/DID
Sarawak,Selangau,2026-01-09,"Air Sungai Melimpah, Hujan Lebat / Berterusan","Batang Mukah (Rumah Chandu, Kampung Keranji Madu); Batang Mukah (Rumah Magdeline Entayang, Kampung Baru Melinau); Batang Mukah (Rumah Silvester, Kampung Kara); Batang Mukah (Jalan Menuju ke Rumah Awa, Nanga Sebatu); Batang Mukah (Rumah Nyarapong, Nanga Kalai); Batang Mukah (Rumah Maran, Nanga Selangau); Batang Mukah (SK Nanga Selangau); Batang Mukah (Rumah Bernadette, Emperan Ubah); Batang Mukah (Jalan Menuju ke Rumah Balang)",2.498055,112.420495,JPS/DID
Sarawak,Sarikei,2026-01-09,Air Sungai Melimpah,Batang Rajang (Jalan Ulu Sarikei),2.067190,111.416450,JPS/DID
Sarawak,Serian,2026-01-09,Air Sungai Melimpah,Batang Sadong (Kpg Merakai),1.113690,110.636760,JPS/DID
Sarawak,Saratok,2026-01-09,Air Sungai Melimpah,"Batang Kerian (Rh Ason Tembawai Kapok, Awik Saratok); Batang Kerian (Sk Kabo Hilir, Saratok); Batang Kerian (Rh Jimmy ak Unchi, Nanga Ingu Kabo); Batang Kerian (Sk Nanga Atoi); Batang Kerian (Jalan amsuk Krangan Rusa Ulu dan Hilir); Batang Kerian (Rh Simon Tabau)",1.765515,111.398360,JPS/DID
Sarawak,Sarikei,2026-01-09,Air Sungai Melimpah,Batang Rajang (Rh. Micheal); Batang Rajang (Jalan Lemayong); Batang Rajang (SK Nanga Strass); Batang Rajang (Jalan Sg.Belepong),2.067190,111.416450,JPS/DID
Sarawak,Sarikei,2026-01-09,Air Sungai Melimpah,Batang Rajang (SK Nanga Kedup); Batang Rajang (Jalan Nanga Kedup); Batang Rajang (Jalan Ulu Wak); Batang Rajang (Rh. Lidam); Batang Rajang (Jalan Rh. Lidam); Batang Rajang (SK Nanga Wak),2.067190,111.416450,JPS/DID
Sarawak,Sri Aman,2026-01-09,Air Sungai Melimpah,Batang Lupar (Jalan Utama Lachau),1.212715,111.300160,JPS/DID
Sarawak,Sri Aman,2026-01-09,Air Sungai Melimpah,"Batang Lupar (Tr Tinjan Jaong Sungai Batu); Batang Lupar (Laluan utama ke Kpg Jaong dan Kpg Sebemban Pantu); Batang Lupar (Jalan Utama ke Kampung Munggu Ridan & Sungai Mansa); Batang Lupar (Laluan Utama Kampung Tekuyong,Kampung Empaling dan)",1.212715,111.300160,JPS/DID
Sarawak,Sibu,2026-01-09,Hujan Lebat / Berterusan,Batang Rajang (Lot 482 Kampung Seduan Jaya); Batang Rajang (Kampung Seduan Jaya); Batang Rajang (Lorong Jeriah Barat 4); Batang Rajang (Lorong Jeriah Utara 2B),2.292280,111.866555,JPS/DID
Sarawak,Serian,2026-01-09,"Air Sungai Melimpah, Saliran Dalaman",Batang Sadong (Kampung Krusen Siu); Batang Sadong (Kampung Krusen Kranji); Batang Sadong (Kampung Krusen Mawang),1.113690,110.636760,JPS/DID
Sarawak,Serian,2026-01-09,"Air Sungai Melimpah, Saliran Dalaman",Batang Sadong (SADOTP0010 - Tebakang); Batang Sadong (SADOTP0046 - Kg.Slabi Entukuh),1.113690,110.636760,JPS/DID
Sarawak,Sibu,2026-01-09,"Air Sungai Melimpah, Hujan Lebat / Berterusan",Batang Rajang (Lot 3015 Jalan Bahagia Tengah); Batang Rajang (Lot 2986 Lorong Bahagia Tengah 16); Batang Rajang (Lot 2991 Jalan Bahagia Tengah); Batang Rajang (Lorong Bahagia 19A); Batang Rajang (Lorong Bahagia Tengah 1); Batang Rajang (Lot 1927 Lorong Bahagia Jaya 6); Batang Rajang (Lorong Bahagia Tengah 4),2.292280,111.866555,JPS/DID
Sarawak,Samarahan,2026-01-09,Saliran Dalaman,Batang Sadong (SMJNTP0002 - Kg. Simunjan Jaya); Batang Sadong (SMJNTP0006 - Kg. Hijrah); Batang Sadong (Kg. Nanas); Batang Sadong (Kg. Lot Lintang); Batang Sadong (Kg. Jln Tun Openg); Batang Sadong (Kg. Sg. Lingkau); Batang Sadong (Kg. Tanjung Harapan); Batang Sadong (Kg. Sekendu); Batang Sadong (SMJNTP0004 - Kg. Sabun); Batang Sadong (Kg. Sg. Raya); Batang Sadong (Kg Kelka),1.438020,110.476780,JPS/DID
Sarawak,Sibu,2026-01-09,Hujan Lebat / Berterusan,Batang Rajang (Lot 429A Lorong Sentosa Timur 4); Batang Rajang (Lot 429B Lorong Sentosa Timur 4); Batang Rajang (Lot 452 Lorong Sentosa Timur 4); Batang Rajang (Lot 451 Lorong Sentosa Timur 4); Batang Rajang (Lot 428 Lorong Sentosa Timur 4); Batang Rajang (Lot 450 Lorong Sentosa Timur 4); Batang Rajang (Lot 449 Lorong Sentosa Timur 4); Batang Rajang (Lot 426 Lorong Sentosa Timur 4); Batang Rajang (Jalan Lorong Sentosa Timur 4); Batang Rajang (Lot 448A Lorong Sentosa Timur 4); Batang Rajang (Lot 448B Lorong Sentosa Timur 4); Batang Rajang (Lot 425 Lorong Sentosa Timur 4); Batang Rajang (Lot 447 Lorong Sentosa Timur 4); Batang Rajang (Lot 424 Lorong Sentosa Timur 4); Batang Rajang (Lot 423 Lorong Sentosa Timur 4); Batang Rajang (Lot 446 Lorong Sentosa Timur 4); Batang Rajang (Lorong Saujana 1); Batang Rajang (Jalan Saujana 2); Batang Rajang (Lorong Saujana 1A); Batang Rajang (Lorong Saujana 1B); Batang Rajang (Lot 707 Sentosa 8); Batang Rajang (Lot 682 Sentosa 8); Batang Rajang (Jalan Sentosa 8); Batang Rajang (Lot 683 Sentosa 8); Batang Rajang (Lot 684 Sentosa 8); Batang Rajang (Lot 686 Sentosa 8); Batang Rajang (Lot 687 Sentosa 8); Batang Rajang (Lot 688 Sentosa 8); Batang Rajang (Lorong Sentosa 6); Batang Rajang (Lot 680 Sentosa 6); Batang Rajang (Lot 678 Sentosa 6); Batang Rajang (Lot 540 Sentosa 7); Batang Rajang (Lorong Sentosa 7); Batang Rajang (Lot 539 Lorong Sentosa 7); Batang Rajang (Jalan Pulau Dudong),2.292280,111.866555,JPS/DID
Sarawak,Samarahan,2026-01-09,"Air Sungai Melimpah, Longkang Tersumbat",Sungai Sebuyau (Kampung Sagu),1.438020,110.476780,JPS/DID
Sarawak,Samarahan,2026-01-09,"Longkang Tersumbat, Saliran Dalaman",Batang Sadong (Kampung Trusan),1.438020,110.476780,JPS/DID
Sarawak,Samarahan,2026-01-09,"Air Sungai Melimpah, Saliran Dalaman",Sungai Sarawak (Taman Paradise),1.438020,110.476780,JPS/DID
Sarawak,Samarahan,2026-01-09,"Air Sungai Melimpah, Saliran Dalaman",Sungai Sebuyau (Kampung Sagu),1.438020,110.476780,JPS/DID
Sarawak,Samarahan,2026-01-09,"Air Sungai Melimpah, Longkang Tersumbat, Saliran Dalaman",Batang Sadong (Kampung Trusan),1.438020,110.476780,JPS/DID
Sarawak,Bintulu,2026-01-09,Air Sungai Melimpah,Batang Kemena (SK Sungai Genaan); Batang Kemena (Jln Sebauh-Pandan); Batang Kemena (Rh. Sta anak Liban); Batang Kemena (Rh. Eyus anak Isek); Batang Kemena (SK Hermanus Assan),3.313910,113.201905,JPS/DID
Sarawak,Serian,2026-01-09,"Air Sungai Melimpah, Saliran Dalaman",Batang Sadong (Kampung Ensebang Padang Bilon); Batang Sadong (Kampung Ensebang Plaie),1.113690,110.636760,JPS/DID
Sarawak,Bintulu,2026-01-09,Air Sungai Melimpah,Batang Kemena (SK Sungai Silas); Batang Kemena (Rumah Peter anak Suring); Batang Kemena (Rumah Anthony); Batang Kemena (Rumah Lawang),3.313910,113.201905,JPS/DID
Sarawak,Sri Aman,2026-01-09,Air Sungai Melimpah,"Batang Lupar (Tr Akin anak Esek Kampung Rapak Tekalong, Sri Aman); Batang Lupar (Rh. Larry Tukang, Kampung Sebemban Ibol, Pantu)",1.212715,111.300160,JPS/DID
Sarawak,Serian,2026-01-09,"Air Sungai Melimpah, Saliran Dalaman",Batang Sadong (Kampung Tubih Behem); Batang Kayan (Kampung Tema Mawang); Batang Sadong (Kampung Tema Saan); Batang Sadong (Kampung Tema Penggal),1.113690,110.636760,JPS/DID
Sarawak,Serian,2026-01-09,Air Sungai Melimpah,Batang Samarahan (SRINTP0008 - Kg. Rimba Padi); Batang Samarahan (SRINTP0018 - Kg. Siniawan Serian),1.113690,110.636760,JPS/DID
Sarawak,Bau,2026-01-09,Air Sungai Melimpah,Sungai Sarawak (Kampung Skiat),1.383520,110.101050,JPS/DID
Sarawak,Selangau,2026-01-09,"Air Sungai Melimpah, Hujan Lebat / Berterusan","Batang Mukah (Rumah Senabong,Sungai Serintong, Selangau); Batang Mukah (Rumah Judan,Sungai Kua)",2.498055,112.420495,JPS/DID
Sarawak,Samarahan,2026-01-09,"Air Sungai Melimpah, Longkang Tersumbat, Saliran Dalaman",Batang Sadong (SADOTP0017 - Kg. Ladong),1.438020,110.476780,JPS/DID
Sarawak,Samarahan,2026-01-09,"Air Sungai Melimpah, Saliran Dalaman",Batang Sadong (SADOTP0017 - Kg. Ladong),1.438020,110.476780,JPS/DID
Sarawak,Serian,2026-01-09,"Air Laut Pasang, Air Sungai Melimpah",Batang Samarahan (TUAGTP0009 - Taman Duranda Mas),1.113690,110.636760,JPS/DID
Sarawak,Serian,2026-01-09,"Air Laut Pasang, Air Sungai Melimpah, Saliran Dalaman",Batang Samarahan (SRINTP0015 - Kg. Maang); Batang Samarahan (SRINTP0014 - Jalan Kuching-Serian Lama (Kawasan Jl); Batang Samarahan (SRINTP0013 - Jalan Simpang Kg. Maang),1.113690,110.636760,JPS/DID
Sarawak,Bau,2026-01-09,Air Sungai Melimpah,Sungai Sarawak (Kampung Suba Buan),1.383520,110.101050,JPS/DID
Sabah,Tawau,2026-01-09,"Air Sungai Melimpah, Saliran Dalaman",Sungai Tawau (Kg.Tg.Batu Keramat),4.434365,118.027905,JPS/DID
Sarawak,Samarahan,2026-01-09,"Air Sungai Melimpah, Saliran Dalaman",Sungai Sarawak (Taman Samarindah Lrg 29); Sungai Sarawak (Taman Samarindah Lrg 30); Sungai Sarawak (Jalan Taman Samarax),1.438020,110.476780,JPS/DID
Sarawak,Samarahan,2026-01-09,"Air Sungai Melimpah, Saliran Dalaman",Batang Samarahan (TUAGTP0008 - Kg. Tanjung Bundong),1.438020,110.476780,JPS/DID
Sarawak,Samarahan,2026-01-09,"Air Sungai Melimpah, Saliran Dalaman",Batang Samarahan (SAMATP0003 - Kg. Baru); Batang Samarahan (Kpg Jegoi),1.438020,110.476780,JPS/DID
Sarawak,Samarahan,2026-01-09,"Air Sungai Melimpah, Saliran Dalaman",Batang Samarahan (Kpg Niup),1.438020,110.476780,JPS/DID
Sarawak,Samarahan,2026-01-09,"Air Sungai Melimpah, Longkang Tersumbat, Saliran Dalaman",Batang Samarahan (Kpg Tanjung Tuang); Batang Samarahan (Taman Sri Tuang),1.438020,110.476780,JPS/DID
Sarawak,Samarahan,2026-01-09,"Air Sungai Melimpah, Saliran Dalaman",Batang Samarahan (TUAGTP0004 - Kg. Pinang),1.438020,110.476780,JPS/DID
Sarawak,Samarahan,2026-01-09,"Air Sungai Melimpah, Saliran Dalaman",Batang Samarahan (Jalan Plaie),1.438020,110.476780,JPS/DID
Sarawak,Samarahan,2026-01-09,"Air Sungai Melimpah, Saliran Dalaman",Batang Samarahan (TUAGTP0003 - Kg. Entingan); Batang Samarahan (TUAGTP0006 - Kg. Nangka),1.438020,110.476780,JPS/DID
Sarawak,Bau,2026-01-09,Air Sungai Melimpah,Sungai Sarawak (Kampung Sogo),1.383520,110.101050,JPS/DID
Sarawak,Bau,2026-01-09,Air Sungai Melimpah,Sungai Sarawak (Kampung Skio),1.383520,110.101050,JPS/DID
Sarawak,Samarahan,2026-01-09,"Air Sungai Melimpah, Saliran Dalaman",Batang Samarahan (Kpg Bangka Semong),1.438020,110.476780,JPS/DID
Sarawak,Samarahan,2026-01-09,"Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",Batang Sadong (SMJNTP0003 - Kg. Seruyuk),1.438020,110.476780,JPS/DID
Sarawak,Samarahan,2026-01-09,"Air Laut Pasang, Air Sungai Melimpah",Batang Sadong (Kampung Sungai Girang); Batang Sadong (Kampung Lubok Buntin),1.438020,110.476780,JPS/DID
Sarawak,Asajaya,2026-01-09,"Air Laut Pasang, Air Sungai Melimpah",Batang Sadong (KAMPUNG SADONG JAYA),1.531625,110.610110,JPS/DID
Sarawak,Asajaya,2026-01-09,"Air Laut Pasang, Air Sungai Melimpah",Batang Samarahan (KAMPUNG ASAJAYA LAUT & ASAJAYA LOT),1.531625,110.610110,JPS/DID
Sarawak,Asajaya,2026-01-09,"Air Laut Pasang, Air Sungai Melimpah",Batang Samarahan (KAMPUNG SAMPUN),1.531625,110.610110,JPS/DID
Sarawak,Asajaya,2026-01-09,"Air Laut Pasang, Air Sungai Melimpah",Batang Samarahan (KAMPUNG SERPAN),1.531625,110.610110,JPS/DID
Sarawak,Asajaya,2026-01-09,"Air Laut Pasang, Air Sungai Melimpah",Batang Sadong (KAMPUNG SEMERA),1.531625,110.610110,JPS/DID
Sarawak,Asajaya,2026-01-09,"Air Laut Pasang, Air Sungai Melimpah",Batang Sadong (KAMPUNG JEMUKAN CINA),1.531625,110.610110,JPS/DID
Sarawak,Asajaya,2026-01-09,"Air Laut Pasang, Air Sungai Melimpah",Batang Sadong (KAMPUNG TERASI),1.531625,110.610110,JPS/DID
Sarawak,Serian,2026-01-09,"Air Sungai Melimpah, Saliran Dalaman",Batang Sadong (Kampung Sabal Tapang),1.113690,110.636760,JPS/DID
Sarawak,Samarahan,2026-01-09,"Air Sungai Melimpah, Saliran Dalaman",Batang Samarahan (Kpg Seniawan Jepon),1.438020,110.476780,JPS/DID
Sarawak,Serian,2026-01-09,Air Sungai Melimpah,Batang Samarahan (Kampung Sira),1.113690,110.636760,JPS/DID
Sarawak,Samarahan,2026-01-09,"Air Sungai Melimpah, Saliran Dalaman",Batang Samarahan (SRINTP0006 - Kg. Mang),1.438020,110.476780,JPS/DID
Sarawak,Samarahan,2026-01-09,"Air Sungai Melimpah, Longkang Tersumbat, Saliran Dalaman",Batang Sadong (SMJNTP0003 - Kg. Seruyuk),1.438020,110.476780,JPS/DID
Sarawak,Samarahan,2026-01-09,"Air Laut Pasang, Air Sungai Melimpah",Batang Sadong (Kampung Sungai Girang),1.438020,110.476780,JPS/DID
Sarawak,Samarahan,2026-01-09,"Air Laut Pasang, Air Sungai Melimpah",Batang Sadong (Kampung Lubok Buntin); Batang Sadong (Ulu Benat),1.438020,110.476780,JPS/DID
Sarawak,Bau,2026-01-08,Air Sungai Melimpah,Sungai Sarawak (Kampung Bijuray),1.383520,110.101050,JPS/DID
Sarawak,Serian,2026-01-08,"Air Laut Pasang, Air Sungai Melimpah, Hujan Lebat / Berterusan",Batang Samarahan (SRINTP0002 - Kg. Lintang Baru Panchor); Batang Samarahan (SRINTP0003 - Kg. Betong Kenawit); Batang Samarahan (SRINTP0004 - Kg. Sg. Turong); Batang Samarahan (SRINTP0007 - Kg. Segenam); Batang Samarahan (SRINTP0019 - Kg. Soh); Batang Samarahan (SRINTP0004 - Kg. Sg. Turong),1.113690,110.636760,JPS/DID
Sarawak,Samarahan,2026-01-08,"Air Sungai Melimpah, Saliran Dalaman",Batang Samarahan (TUAGTP0002 - Kg. Endap); Batang Samarahan (Kpg Sinaran Jaya),1.438020,110.476780,JPS/DID
Sarawak,Kuching,2026-01-08,Air Sungai Melimpah,"Sungai Sarawak (Taman Sri Muhibah, Taman Beverly); Sungai Sarawak (Kampung Jawa Semenggoh)",1.428430,110.320230,JPS/DID
Sarawak,Kuching,2026-01-08,Air Sungai Melimpah,Sungai Sarawak (Kpg Sumur Bunuk Lorong 10); Sungai Sarawak (Kpg Bawang); Sungai Sarawak (Kpg Emperoh Jambu),1.428430,110.320230,JPS/DID
Sarawak,Bau,2026-01-08,Air Sungai Melimpah,Sungai Sarawak (Kampung Blimbin),1.383520,110.101050,JPS/DID
Sarawak,Samarahan,2026-01-08,"Air Sungai Melimpah, Saliran Dalaman",Sungai Sarawak (KUAPTP0010 - SK. Muara Tuang),1.438020,110.476780,JPS/DID
Sarawak,Betong,2026-01-08,Air Sungai Melimpah,Batang Saribas (Kampung Manggut),1.481830,111.483500,JPS/DID
Sarawak,Lawas,2026-01-08,"Longkang Tersumbat, Saliran Dalaman",Batang Terusan (Kampung Siang-Siang); Batang Terusan (Kampung Batu 4); Batang Terusan (Kampung Bangkiyai),4.454645,115.410590,JPS/DID
Sabah,Lahad Datu,2026-01-08,Air Sungai Melimpah,Sungai Segama (Sg. Sepagaya),5.118435,118.366545,JPS/DID
Sarawak,Sri Aman,2026-01-08,Longkang Tersumbat,Batang Lupar (LUPRTP0045 - Taman Alamanda),1.212715,111.300160,JPS/DID
WP Labuan,Labuan,2026-01-08,"Air Sungai Melimpah, Longkang Tersumbat, Saliran Dalaman",,5.289335,115.225540,JPS/DID
Sarawak,Serian,2026-01-08,"Air Sungai Melimpah, Hujan Lebat / Berterusan",Batang Sadong (Kampung Rasau),1.113690,110.636760,JPS/DID
Sarawak,Samarahan,2026-01-08,"Air Sungai Melimpah, Saliran Dalaman",Batang Samarahan (Kampung Muara Tuang),1.438020,110.476780,JPS/DID
Sarawak,Samarahan,2026-01-08,"Air Laut Pasang, Air Sungai Melimpah, Saliran Dalaman",Batang Samarahan (TUAGTP0008 - Kg. Tanjung Bundong); Batang Samarahan (SAMATP0003 - Kg. Baru); Batang Samarahan (SAMATP0015 - Kg. Rembus),1.438020,110.476780,JPS/DID
Sarawak,Serian,2026-01-08,"Air Laut Pasang, Air Sungai Melimpah, Hujan Lebat / Berterusan",Batang Samarahan (TUAGTP0009 - Taman Duranda Mas),1.113690,110.636760,JPS/DID
Sarawak,Serian,2026-01-08,Air Sungai Melimpah,Batang Samarahan (Kg. Kerumboi),1.113690,110.636760,JPS/DID
Sarawak,Samarahan,2026-01-08,"Air Sungai Melimpah, Saliran Dalaman",Sungai Sarawak (Taman I-Mas),1.438020,110.476780,JPS/DID
Sarawak,Samarahan,2026-01-08,"Air Sungai Melimpah, Saliran Dalaman",Batang Samarahan (TUAGTP0005 - Taman Desa Ilmu),1.438020,110.476780,JPS/DID
Sarawak,Serian,2026-01-08,Air Sungai Melimpah,Batang Sadong (Kpg Rasau),1.113690,110.636760,JPS/DID
Sarawak,Betong,2026-01-07,Air Sungai Melimpah,Batang Saribas (Kampung Manggut),1.481830,111.483500,JPS/DID
Sarawak,Sri Aman,2026-01-07,Air Sungai Melimpah,Batang Lupar (Kampung Tuba),1.212715,111.300160,JPS/DID
Sarawak,Sarikei,2026-01-06,"Air Laut Pasang, Air Sungai Melimpah",Batang Rajang (NYLGTP0005 - Jalan Layang-layang); Batang Rajang (NYLGTP0002 - Jalan Meranti),2.067190,111.416450,JPS/DID
Sarawak,Sarikei,2026-01-06,"Air Laut Pasang, Air Sungai Melimpah",Batang Rajang (Jalan Ixora); Batang Rajang (Jalan Bunga Raya); Batang Rajang (Jalan Melor),2.067190,111.416450,JPS/DID
Sarawak,Betong,2026-01-06,Air Sungai Melimpah,Batang Saribas (Kampung Hulu Manggut),1.481830,111.483500,JPS/DID
Sarawak,Sarikei,2026-01-05,"Air Laut Pasang, Air Sungai Melimpah",Batang Rajang (Jalan Wharf); Batang Rajang (NYLGTP0005 - Jalan Layang-layang); Batang Rajang (NYLGTP0002 - Jalan Meranti),2.067190,111.416450,JPS/DID
Sarawak,Sarikei,2026-01-05,"Air Laut Pasang, Air Sungai Melimpah",Batang Rajang (Jalan Ixora); Batang Rajang (Jalan Bunga Raya); Batang Rajang (Jalan Melor),2.067190,111.416450,JPS/DID
Sarawak,Betong,2026-01-05,Air Sungai Melimpah,Batang Saribas (Kampung Manggut),1.481830,111.483500,JPS/DID
Johor,Pontian,2026-01-05,Air Laut Pasang,,1.514265,103.383510,JPS/DID
Sarawak,Mukah,2026-01-05,"Air Laut Pasang, Air Sungai Melimpah",Batang Mukah (Jalan Tingkas Sebakong),2.812545,112.350970,JPS/DID
Sarawak,Betong,2026-01-05,"Air Laut Pasang, Air Sungai Melimpah",Batang Saribas (Rh Tg. Baru); Batang Saribas (SPK Maludam),1.481830,111.483500,JPS/DID
Sabah,Putatan,2026-01-04,"Air Laut Pasang, Saliran Dalaman",Sungai Monyog (PTTNTP0006 - Kg. Tebongon); Sungai Monyog (KAMPUNG SAILAN),5.881470,116.060495,JPS/DID
WP Labuan,Labuan,2026-01-04,"Air Sungai Melimpah, Hujan Lebat / Berterusan, Saliran Dalaman",,5.289335,115.225540,JPS/DID
Sarawak,Sibu,2026-01-04,"Hujan Lebat / Berterusan, Longkang Tersumbat",Batang Rajang (Lorong Sentosa Timur 4); Batang Rajang (Lorong Sentosa 8),2.292280,111.866555,JPS/DID
Sabah,Tenom,2026-01-04,"Air Sungai Melimpah, Hujan Lebat / Berterusan",Sungai Padas (PADSTP0098 - Kg. Ponontomon); Sungai Padas (Kg. Ponontomon Tanjung); Sungai Padas (PADSTP0095 - Kg. Tumantalik); Sungai Padas (Kg. Pantongan Saga); Sungai Padas (PADSTP0104 - Kg. Mandalom Lama); Sungai Padas (PADSTP0096 - Kg. Pantongan Sapong); Sungai Padas (Kg. Pantongan Maul); Sungai Padas (Kg. Binsilon); Sungai Padas (PADSTP0097 - Kg. Binaei); Sungai Padas (Kg. Tenom Lama),4.910710,115.943365,JPS/DID
